Begin Date,Begin Time,End Time,Vehicle Location,Vehicle Type,Vehicle Characteristics,Transaction Characteristics,Bikeway Users Displaced,LZ Space Avail,Occupied while idle?,CNS?,TNC?,Notes,Duration
8/24/2019,1:02:49 PM,1:23:11 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:20:22
8/24/2019,1:28:28 PM,4:21:43 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,2:53:15
8/24/2019,1:34:07 PM,1:35:41 PM,SB bike lane,Car,Blinkers on,,1,0,FALSE,TRUE,FALSE,made a u-turn when it left,0:01:34
8/24/2019,1:34:33 PM,1:35:21 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:00:48
8/24/2019,1:37:40 PM,1:43:29 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:05:49
8/24/2019,1:39:55 PM,1:42:24 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:02:29
8/24/2019,1:41:13 PM,2:37:41 PM,Space 3,Pickup or SUV,,,,0,FALSE,FALSE,FALSE,,0:56:28
8/24/2019,1:48:13 PM,1:49:23 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:01:10
8/24/2019,1:53:29 PM,1:53:37 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:08
8/24/2019,2:15:40 PM,3:12:49 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:57:09
8/24/2019,2:21:02 PM,2:21:15 PM,SB bike lane,Car,Blinkers on,,2,0,FALSE,FALSE,TRUE,,0:00:13
8/24/2019,2:23:00 PM,2:24:22 PM,SB bike lane,Pickup or SUV,,,0,0,TRUE,FALSE,FALSE,,0:01:22
8/24/2019,2:26:46 PM,3:07:55 PM,NB right turn pocket,Pickup or SUV,,,,0,FALSE,FALSE,FALSE,,0:41:09
8/24/2019,2:34:34 PM,2:37:02 PM,SB bike lane,Delivery Van (< 20 feet),,,1,0,TRUE,FALSE,FALSE,,0:02:28
8/24/2019,2:36:17 PM,2:36:26 PM,SB bike lane,Car,Blinkers on,,1,0,FALSE,FALSE,TRUE,,0:00:09
8/24/2019,2:38:16 PM,3:38:39 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,1:00:23
8/24/2019,2:38:57 PM,2:39:58 PM,SB bike lane,Pickup or SUV,,,0,0,FALSE,TRUE,FALSE,,0:01:01
8/24/2019,2:40:51 PM,2:43:21 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:02:30
8/24/2019,2:49:10 PM,2:49:22 PM,SB bike lane,Pickup or SUV,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:12
8/24/2019,2:49:44 PM,2:51:33 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,TRUE,FALSE,Passenger conducts CNS pickup,0:01:49
8/24/2019,2:56:00 PM,2:56:35 PM,SB bike lane,Car,Blinkers on,,1,0,TRUE,FALSE,FALSE,,0:00:35
8/24/2019,3:12:52 PM,3:20:18 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:07:26
8/24/2019,3:12:57 PM,5:14:57 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,2:02:00
8/24/2019,3:17:12 PM,3:25:27 PM,SB bike lane,Car,,,3,0,TRUE,FALSE,FALSE,,0:08:15
8/24/2019,3:33:54 PM,3:37:44 PM,SB bike lane,Car,Blinkers on,,2,0,FALSE,FALSE,TRUE,Possible TNC,0:03:50
8/24/2019,3:35:46 PM,3:35:53 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:07
8/24/2019,3:39:31 PM,3:44:47 PM,Space 3,Car,,,,,TRUE,FALSE,FALSE,,0:05:16
8/24/2019,3:42:57 PM,3:43:07 PM,SB bike lane,Pickup or SUV,Blinkers on,,0,0,TRUE,FALSE,FALSE,waited for a u-turn,0:00:10
8/24/2019,3:43:56 PM,3:44:25 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:00:29
8/24/2019,3:45:36 PM,4:35:34 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,0:49:58
8/24/2019,3:47:31 PM,3:48:23 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:52
8/24/2019,3:57:28 PM,3:57:42 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:14
8/24/2019,4:04:26 PM,4:06:17 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:51
8/24/2019,4:04:32 PM,4:04:42 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:00:10
8/24/2019,4:25:51 PM,4:26:39 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:48
8/24/2019,4:26:22 PM,4:28:32 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:02:10
8/24/2019,4:28:21 PM,4:45:10 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:16:49
8/24/2019,4:38:03 PM,4:39:44 PM,Space 3,Car,,,,,TRUE,TRUE,FALSE,Passenger conducts CNS pickup,0:01:41
8/24/2019,4:38:46 PM,4:39:12 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:00:26
8/24/2019,4:39:52 PM,5:05:25 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,made a u-turn,0:25:33
8/24/2019,4:45:47 PM,5:18:57 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:33:10
8/24/2019,5:06:35 PM,5:10:17 PM,Space 3,Car,,,,,FALSE,TRUE,FALSE,,0:03:42
8/24/2019,5:09:16 PM,5:10:17 PM,SB bike lane,Car,Blinkers on,,1,0,TRUE,FALSE,FALSE,waited for space 3,0:01:01
8/24/2019,5:10:26 PM,7:06:10 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,1:55:44
8/24/2019,5:15:07 PM,5:43:42 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:28:35
8/24/2019,5:18:57 PM,5:19:20 PM,SB bike lane,Car,Blinkers on,,4,0,TRUE,FALSE,FALSE,waited for space 2,0:00:23
8/24/2019,5:19:27 PM,5:33:17 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,,0:13:50
8/24/2019,5:24:47 PM,5:25:03 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,made a u-turn,0:00:16
8/24/2019,5:33:36 PM,5:34:53 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:01:17
8/24/2019,5:35:11 PM,5:36:17 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:01:06
8/24/2019,5:38:36 PM,5:41:10 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:02:34
8/24/2019,5:39:04 PM,5:39:19 PM,SB bike lane,Car,Blinkers on,,,0,FALSE,FALSE,TRUE,,0:00:15
8/24/2019,5:41:38 PM,5:47:15 PM,Space 2,Car,,Interaction with parking meter,,,TRUE,TRUE,FALSE,,0:05:37
8/24/2019,5:44:37 PM,5:47:15 PM,Space 1,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,,0:02:38
8/24/2019,5:48:03 PM,5:49:50 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,driver came back with nothing,0:01:47
8/24/2019,5:51:10 PM,5:58:29 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,made a u-turn,0:07:19
8/24/2019,5:55:00 PM,5:57:10 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,Passenger leaves and returns without a package.,0:02:10
8/24/2019,6:07:56 PM,6:08:25 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:29
8/24/2019,6:08:09 PM,6:08:26 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,was blocked by front car,0:00:17
8/24/2019,6:10:55 PM,6:11:38 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:43
8/24/2019,6:11:20 PM,6:15:07 PM,Space 2,Car,Other significant characteristic (see note),No interaction with parking meter,,,FALSE,TRUE,FALSE,waited in space 1 for a while and parked in space 2,0:03:47
8/24/2019,6:12:08 PM,6:14:41 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:33
8/24/2019,6:12:36 PM,6:15:07 PM,SB bike lane,Car,Blinkers on,,5,0,TRUE,FALSE,FALSE,waited for a parking space,0:02:31
8/24/2019,6:15:50 PM,6:16:05 PM,SB bike lane,Car,Blinkers on,,0,2,FALSE,FALSE,TRUE,,0:00:15
8/24/2019,6:16:04 PM,6:16:24 PM,NB right turn pocket,Car,,,,2,FALSE,FALSE,TRUE,,0:00:20
8/24/2019,6:17:41 PM,6:20:40 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:59
8/24/2019,6:17:41 PM,6:20:40 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,TRUE,FALSE,FALSE,checked the meter and left,0:02:59
8/24/2019,6:24:14 PM,6:25:24 PM,NB right turn pocket,Pickup or SUV,Blinkers on,,,2,FALSE,FALSE,TRUE,,0:01:10
8/24/2019,6:24:26 PM,6:26:33 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:07
8/24/2019,6:25:00 PM,6:42:35 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:17:35
8/24/2019,6:25:00 PM,6:26:15 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:15
8/24/2019,6:26:40 PM,6:34:53 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:08:13
8/24/2019,6:35:58 PM,6:36:36 PM,SB bike lane,Car,,,0,1,TRUE,FALSE,FALSE,,0:00:38
8/24/2019,6:39:03 PM,6:42:35 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:32
8/24/2019,6:43:12 PM,6:46:27 PM,Both/Middle of Space 1 & 2,Pickup or SUV,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,Enforcement,0:03:15
8/24/2019,6:44:27 PM,6:44:46 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:19
8/24/2019,6:47:53 PM,6:48:20 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:27
8/24/2019,6:48:10 PM,6:49:04 PM,SB bike lane,Car,Blinkers on,,0,1,FALSE,FALSE,TRUE,,0:00:54
8/24/2019,6:49:15 PM,6:50:03 PM,NB right turn pocket,Car,,,,2,FALSE,FALSE,TRUE,,0:00:48
8/24/2019,6:49:25 PM,6:50:25 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:01:00
8/24/2019,6:51:35 PM,6:53:30 PM,Space 2,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,checked the meter and left. made a u-turn,0:01:55
8/24/2019,6:52:20 PM,6:54:03 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:43
8/24/2019,6:54:03 PM,7:06:36 PM,Space 2,Pickup or SUV,,Interaction with parking meter,,,FALSE,FALSE,FALSE,"checked the meter for both space 1&2 and then left, made a u-turn",0:12:33
8/24/2019,6:54:20 PM,6:57:08 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,"picked up a passenger, not TNC",0:02:48
8/24/2019,6:54:27 PM,6:54:39 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:12
8/24/2019,6:54:53 PM,6:55:47 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:00:54
8/24/2019,6:57:29 PM,7:00:44 PM,Space 1,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,checked the meter and left,0:03:15
8/24/2019,6:59:45 PM,7:12:16 PM,SB bike lane,Car,Blinkers on,,3,0,FALSE,TRUE,FALSE,parked in space 2 after a while,0:12:31
8/24/2019,7:05:54 PM,8:21:00 PM,Space 3,Car,Blinkers on,,,,FALSE,FALSE,FALSE,,1:15:06
8/24/2019,7:07:55 PM,7:08:48 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:00:53
8/24/2019,7:08:06 PM,7:09:25 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:19
8/24/2019,7:14:37 PM,7:15:12 PM,NB right turn pocket,Pickup or SUV,Blinkers on,,,2,TRUE,FALSE,FALSE,,0:00:35
8/24/2019,7:16:20 PM,7:18:31 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:11
8/24/2019,7:19:02 PM,7:20:05 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:01:03
8/24/2019,7:21:56 PM,7:24:24 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,after u-turn,0:02:28
8/24/2019,7:22:49 PM,7:23:05 PM,Both/Middle of Space 1 & 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:16
8/24/2019,7:25:05 PM,7:25:09 PM,SB bike lane,Car,Blinkers on,,0,2,FALSE,FALSE,TRUE,,0:00:04
8/24/2019,7:27:04 PM,7:29:18 PM,Both/Middle of Space 1 & 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:14
8/24/2019,7:31:03 PM,7:31:59 PM,Space 2,Car,,No one exits vehicle,,,FALSE,FALSE,FALSE,,0:00:56
8/24/2019,7:31:40 PM,7:34:59 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:19
8/24/2019,7:32:38 PM,7:38:06 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:28
8/24/2019,7:41:19 PM,7:41:35 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:16
8/24/2019,7:42:36 PM,7:49:15 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:06:39
8/24/2019,7:46:39 PM,7:46:46 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:07
8/24/2019,7:49:55 PM,7:50:16 PM,Both/Middle of Space 1 & 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:21
8/24/2019,7:50:34 PM,7:50:56 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,0,,FALSE,FALSE,TRUE,same car as above,0:00:22
8/24/2019,7:51:26 PM,7:55:16 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:03:50
8/24/2019,7:53:41 PM,7:55:10 PM,Both/Middle of Space 1 & 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:29
8/24/2019,7:54:12 PM,7:55:16 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:01:04
8/24/2019,7:55:16 PM,7:58:26 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,pulled up from space 1,0:03:10
8/24/2019,7:56:03 PM,7:59:14 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:11
8/24/2019,7:59:07 PM,8:00:49 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:01:42
8/24/2019,8:00:06 PM,8:05:23 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:05:17
8/24/2019,8:04:07 PM,8:04:39 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:32
8/24/2019,8:07:15 PM,8:07:49 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:34
8/24/2019,8:07:49 PM,8:10:15 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:26
8/24/2019,8:08:35 PM,8:12:55 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:04:20
8/24/2019,8:11:49 PM,8:13:05 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:01:16
8/24/2019,8:18:53 PM,8:21:04 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:11
8/24/2019,8:19:10 PM,8:19:10 PM,Space 1,Car,,No interaction with parking meter,,,TRUE,FALSE,FALSE,,0:00:00
8/24/2019,8:21:13 PM,8:28:37 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:07:24
8/24/2019,8:25:38 PM,8:26:10 PM,SB bike lane,Car,,No interaction with parking meter,2,,FALSE,FALSE,TRUE,,0:00:32
8/24/2019,8:26:10 PM,8:26:35 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:25
8/24/2019,8:29:16 PM,8:29:59 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,then pulled into space 3 after letting people out,0:00:43
8/24/2019,8:29:59 PM,8:58:01 PM,Space 3,Car,Other significant characteristic (see note),No interaction with parking meter,,,FALSE,FALSE,FALSE,TNC makes quick drop off in space 2 then waits in Space 3 for 28 minutes,0:28:02
8/24/2019,8:35:18 PM,8:37:00 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,pulled back into space 1,0:01:42
8/24/2019,8:37:08 PM,9:15:04 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,pulled back from space 2,0:37:56
8/24/2019,8:39:23 PM,8:39:50 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:27
8/24/2019,8:40:30 PM,8:40:47 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:17
8/24/2019,8:40:47 PM,8:41:15 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,FALSE,,0:00:28
8/24/2019,8:45:54 PM,8:46:30 PM,SB bike lane,Car,,No interaction with parking meter,2,,FALSE,FALSE,TRUE,,0:00:36
8/24/2019,8:48:42 PM,8:49:16 PM,NB right turn pocket,Car,,No interaction with parking meter,,,TRUE,FALSE,FALSE,,0:00:34
8/24/2019,8:50:13 PM,8:50:36 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,FALSE,some kind of private bus serbice called Beach Day Better that let out ~7 passengers,0:00:23
8/24/2019,8:59:03 PM,9:00:06 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:01:03
8/24/2019,9:01:03 PM,10:30:00 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,1:28:57
8/24/2019,9:03:28 PM,9:08:59 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:31
8/24/2019,9:15:30 PM,9:18:25 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:55
8/24/2019,9:20:50 PM,9:25:44 PM,Space 1,Car,,No interaction with parking meter,,,TRUE,FALSE,FALSE,,0:04:54
8/24/2019,9:25:29 PM,9:27:55 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:02:26
8/24/2019,9:26:15 PM,9:42:46 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:16:31
8/24/2019,9:30:50 PM,9:31:25 PM,SB bike lane,Car,,No interaction with parking meter,1,,FALSE,FALSE,TRUE,,0:00:35
8/24/2019,9:35:45 PM,9:40:15 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:04:30
8/24/2019,9:39:21 PM,9:39:51 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,FALSE,,0:00:30
8/24/2019,9:42:46 PM,10:04:02 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,pulled up from space 1,0:21:16
8/24/2019,9:45:47 PM,9:45:58 PM,SB bike lane,Car,,No interaction with parking meter,1,,FALSE,FALSE,TRUE,,0:00:11
8/24/2019,9:50:59 PM,9:51:37 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:38
8/24/2019,9:52:22 PM,9:53:01 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,1,,FALSE,FALSE,TRUE,,0:00:39
8/24/2019,9:57:18 PM,9:58:00 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,1,,FALSE,FALSE,TRUE,,0:00:42
8/24/2019,10:04:02 PM,10:30:00 PM,Space 1,Car,,No interaction with parking meter,,,TRUE,FALSE,FALSE,pulled back from space 2 - perhaps some kind of limo,0:25:58
8/24/2019,10:09:09 PM,10:30:00 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:20:51
8/24/2019,10:12:11 PM,10:12:30 PM,SB bike lane,Car,,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:19
8/24/2019,10:17:59 PM,10:18:38 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:39
8/24/2019,10:22:30 PM,10:22:44 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:14
8/24/2019,10:25:15 PM,10:25:36 PM,SB bike lane,Car,Blinkers on,No interaction with parking meter,0,,FALSE,FALSE,TRUE,,0:00:21
8/25/2019,12:00:00 PM,3:28:16 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,3:28:16
8/25/2019,12:00:00 PM,12:40:21 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:40:21
8/25/2019,12:00:00 PM,12:23:44 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:23:44
8/25/2019,12:20:14 PM,12:21:22 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:01:08
8/25/2019,12:25:12 PM,2:03:30 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,1:38:18
8/25/2019,12:40:41 PM,4:23:21 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,3:42:40
8/25/2019,12:46:04 PM,12:48:24 PM,SB bike lane,Car,Blinkers on,,2,,TRUE,FALSE,FALSE,passenger retrieves bag from storefront and returns to car,0:02:20
8/25/2019,1:07:34 PM,1:08:04 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,FALSE,,0:00:30
8/25/2019,1:09:32 PM,1:11:00 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,FALSE,elderly man exits car,0:01:28
8/25/2019,1:16:11 PM,1:19:16 PM,SB bike lane,Car,Blinkers on,,3,,FALSE,TRUE,FALSE,confirmed CNS,0:03:05
8/25/2019,1:18:11 PM,1:18:28 PM,SB bike lane,Car,,,0,,FALSE,FALSE,TRUE,,0:00:17
8/25/2019,1:18:41 PM,1:19:21 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:00:40
8/25/2019,1:57:36 PM,1:59:43 PM,SB bike lane,Car,Blinkers on,,5,,FALSE,FALSE,FALSE,allowed elderly man to enter car,0:02:07
8/25/2019,2:01:20 PM,2:04:08 PM,SB bike lane,Car,,,3,,TRUE,FALSE,FALSE,waited in bike lane until car left space 3 then entered space 3,0:02:48
8/25/2019,2:04:08 PM,4:46:22 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,2:42:14
8/25/2019,2:10:00 PM,2:10:07 PM,SB bike lane,Car,,,0,,FALSE,FALSE,TRUE,,0:00:07
8/25/2019,2:10:41 PM,2:11:28 PM,SB bike lane,Car,Blinkers on,,1,,FALSE,FALSE,TRUE,,0:00:47
8/25/2019,2:10:41 PM,2:12:37 PM,SB bike lane,Car,,,1,,TRUE,TRUE,FALSE,Passenger conducts CNS pickup,0:01:56
8/25/2019,2:23:06 PM,2:23:41 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:00:35
8/25/2019,2:24:42 PM,2:24:58 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:00:16
8/25/2019,2:28:00 PM,2:28:05 PM,SB bike lane,Car,,,0,,FALSE,FALSE,FALSE,,0:00:05
8/25/2019,2:41:26 PM,2:41:33 PM,SB bike lane,Car,,,0,,FALSE,FALSE,FALSE,,0:00:07
8/25/2019,2:39:30 PM,2:45:12 PM,SB bike lane,Car,Blinkers on,,1,,FALSE,TRUE,FALSE,,0:05:42
8/25/2019,3:07:17 PM,3:09:51 PM,SB bike lane,Car,,,0,,FALSE,TRUE,FALSE,,0:02:34
8/25/2019,3:15:59 PM,3:19:20 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,TRUE,FALSE,,0:03:21
8/25/2019,3:28:33 PM,5:37:03 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,2:08:30
8/25/2019,3:37:48 PM,3:39:10 PM,SB bike lane,Car,,,0,,TRUE,FALSE,FALSE,,0:01:22
8/25/2019,4:09:44 PM,4:10:19 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:00:35
8/25/2019,4:23:21 PM,6:32:29 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,2:09:08
8/25/2019,4:32:50 PM,4:33:13 PM,SB bike lane,Car,,,3,,TRUE,FALSE,FALSE,then did a u-turn,0:00:23
8/25/2019,4:47:26 PM,5:40:06 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,0:52:40
8/25/2019,4:57:11 PM,4:58:12 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,TRUE,FALSE,,0:01:01
8/25/2019,5:03:10 PM,5:04:34 PM,SB bike lane,Car,Blinkers on,,0,,TRUE,FALSE,TRUE,Appears to be TNC pickup - same passenger returns but enters backseat,0:01:24
8/25/2019,5:06:04 PM,5:08:02 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,TRUE,FALSE,,0:01:58
8/25/2019,5:06:26 PM,5:06:37 PM,SB bike lane,Car,Blinkers on,,0,,FALSE,FALSE,TRUE,,0:00:11
8/25/2019,5:12:56 PM,5:15:33 PM,SB bike lane,Car,Blinkers on,,4,,TRUE,TRUE,FALSE,Passenger conducts CNS pickup,0:02:37
8/25/2019,5:27:31 PM,5:28:35 PM,SB bike lane,Car,Blinkers on,,2,,FALSE,FALSE,FALSE,looks like a maintenence vehicle,0:01:04
8/25/2019,5:37:49 PM,5:41:18 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:03:29
8/25/2019,5:39:43 PM,5:40:06 PM,SB bike lane,Car,,,0,,TRUE,FALSE,FALSE,,0:00:23
8/25/2019,5:40:06 PM,5:43:08 PM,Space 3,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:03:02
8/25/2019,5:42:49 PM,5:43:34 PM,SB bike lane,Car,,,,,FALSE,FALSE,FALSE,,0:00:45
