Begin Date,Begin Time,End Time,Vehicle Location,Vehicle Type,Vehicle Characteristics,Transaction Characteristics,Bikeway Users Displaced,LZ Space Avail,Occupied while idle?,CNS?,TNC?,Notes,Duration
9/3/2019,7:29:34 PM,7:29:49 PM,SB bike lane,Car,,,0,0,TRUE,FALSE,FALSE,,0:00:15
9/3/2019,7:30:37 PM,7:38:30 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:07:53
9/3/2019,7:39:55 PM,7:43:50 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:03:55
9/3/2019,7:41:21 PM,7:43:00 PM,SB bike lane,Car,Blinkers on,,,0,FALSE,TRUE,FALSE,,0:01:39
9/3/2019,7:41:26 PM,7:41:55 PM,SB bike lane,Car,,,0,0,FALSE,TRUE,FALSE,,0:00:29
9/3/2019,7:42:27 PM,7:42:36 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:09
9/3/2019,7:44:32 PM,7:48:24 PM,Space 2,Delivery Van (< 20 feet),Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:52
9/3/2019,7:49:12 PM,7:51:46 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:34
9/3/2019,7:51:27 PM,7:51:54 PM,SB bike lane,Car,,,0,0,TRUE,FALSE,FALSE,waited for space 2,0:00:27
9/3/2019,7:52:14 PM,7:54:15 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:01
9/3/2019,7:55:55 PM,8:08:16 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:12:21
9/3/2019,8:03:42 PM,8:04:47 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:01:05
9/3/2019,8:04:13 PM,8:05:52 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:39
9/3/2019,8:05:39 PM,8:08:11 PM,SB bike lane,Car,,,0,0,FALSE,TRUE,FALSE,,0:02:32
9/3/2019,8:07:29 PM,8:09:00 PM,SB bike lane,Car,,,0,0,FALSE,TRUE,FALSE,,0:01:31
9/3/2019,8:09:13 PM,8:17:53 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:08:40
9/3/2019,8:12:45 PM,9:21:45 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,managed to fit in space 3,1:09:00
9/3/2019,8:14:20 PM,8:16:03 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:43
9/3/2019,8:19:36 PM,8:23:33 PM,SB bike lane,Car,Blinkers on,,1,1,FALSE,TRUE,FALSE,,0:03:57
9/3/2019,8:20:44 PM,8:22:30 PM,SB bike lane,Car,Blinkers on,,1,1,FALSE,TRUE,FALSE,,0:01:46
9/3/2019,8:26:01 PM,8:26:30 PM,SB bike lane,Car,,,2,1,TRUE,FALSE,FALSE,,0:00:29
9/3/2019,8:26:57 PM,8:26:27 PM,SB bike lane,Car,Blinkers on,,2,1,TRUE,FALSE,FALSE,,##########
9/3/2019,8:26:00 PM,8:29:00 PM,NB right turn pocket,Car,Blinkers on,,,1,FALSE,TRUE,FALSE,,0:03:00
9/3/2019,8:26:59 PM,8:28:37 PM,SB bike lane,Car,Blinkers on,,0,1,FALSE,TRUE,FALSE,,0:01:38
9/3/2019,8:29:05 PM,8:33:43 PM,SB bike lane,Car,Blinkers on,,2,1,FALSE,TRUE,FALSE,,0:04:38
9/3/2019,8:31:54 PM,8:34:28 PM,NB right turn pocket,Car,Blinkers on,,,1,TRUE,FALSE,FALSE,,0:02:34
9/3/2019,8:34:00 PM,8:34:42 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:00:42
9/3/2019,8:41:31 PM,8:44:26 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:55
9/3/2019,8:47:48 PM,8:51:38 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:03:50
9/3/2019,8:59:57 PM,9:00:09 PM,NB right turn pocket,Car,,,,1,FALSE,FALSE,TRUE,,0:00:12
9/3/2019,9:03:47 PM,9:04:34 PM,SB bike lane,Car,,,1,1,TRUE,FALSE,FALSE,,0:00:47
9/3/2019,9:06:54 PM,9:11:51 PM,SB bike lane,Car,Blinkers on,,1,1,FALSE,TRUE,FALSE,"many cars couldn't fit in space 2, so they used the bike lane",0:04:57
9/3/2019,9:14:20 PM,9:24:54 PM,NB right turn pocket,Car,,,,1,FALSE,TRUE,FALSE,,0:10:34
9/3/2019,9:17:29 PM,9:19:39 PM,SB bike lane,Car,,,0,1,FALSE,TRUE,FALSE,,0:02:10
9/3/2019,9:24:58 PM,9:30:32 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:05:34
9/3/2019,9:31:02 PM,9:31:20 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:18
9/3/2019,9:32:25 PM,9:35:53 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:28
9/3/2019,9:35:11 PM,9:35:31 PM,SB bike lane,Car,,,0,0,TRUE,FALSE,FALSE,,0:00:20
9/3/2019,9:36:19 PM,10:30:00 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:53:41
9/3/2019,9:43:55 PM,9:50:54 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:06:59
9/3/2019,10:04:07 PM,10:06:09 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:02:02
9/4/2019,5:00:00 PM,5:32:39 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:32:39
9/4/2019,5:00:00 PM,5:26:26 PM,Space 2,Delivery Van (< 20 feet),,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:26:26
9/4/2019,5:00:00 PM,7:46:47 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,2:46:47
9/4/2019,5:11:01 PM,5:11:29 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:28
9/4/2019,5:28:36 PM,5:31:40 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:03:04
9/4/2019,5:31:03 PM,5:36:09 PM,Space 2,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,looked at the meter and left,0:05:06
9/4/2019,5:32:56 PM,5:33:19 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:23
9/4/2019,5:33:19 PM,5:43:09 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:09:50
9/4/2019,5:34:34 PM,5:36:20 PM,SB bike lane,Delivery Van (< 20 feet),Blinkers on,,0,0,TRUE,FALSE,FALSE,waited for space 2,0:01:46
9/4/2019,5:36:51 PM,5:45:59 PM,Space 2,Delivery Van (< 20 feet),Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:09:08
9/4/2019,5:46:14 PM,5:47:21 PM,Space 2,Car,,No interaction with parking meter,,,TRUE,FALSE,TRUE,,0:01:07
9/4/2019,5:47:47 PM,5:48:46 PM,SB bike lane,Car,Blinkers on,,1,2,FALSE,FALSE,TRUE,,0:00:59
9/4/2019,5:48:31 PM,5:48:49 PM,Both/Middle of Space 1 & 2,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:18
9/4/2019,5:49:11 PM,6:55:10 PM,Space 2,Pickup or SUV,,Interaction with parking meter,,,FALSE,FALSE,FALSE,looked at the meter but still decided to park,1:05:59
9/4/2019,5:51:17 PM,5:51:58 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:41
9/4/2019,5:53:13 PM,6:00:36 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,,0:07:23
9/4/2019,6:03:31 PM,6:04:10 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:00:39
9/4/2019,6:18:07 PM,6:30:05 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,looked at the meter but still decided to park,0:11:58
9/4/2019,6:21:19 PM,6:21:42 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:23
9/4/2019,6:30:45 PM,7:34:17 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,looked at the meter but still decided to park,1:03:32
9/4/2019,6:38:01 PM,6:40:28 PM,SB bike lane,Car,Blinkers on,,1,0,TRUE,FALSE,FALSE,,0:02:27
9/4/2019,6:42:30 PM,6:42:44 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:14
9/4/2019,6:45:35 PM,6:46:03 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:28
9/4/2019,6:56:04 PM,6:58:37 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:33
9/4/2019,6:59:01 PM,7:04:12 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:11
9/4/2019,6:59:52 PM,7:01:34 PM,SB bike lane,Car,Blinkers on,,1,0,FALSE,TRUE,FALSE,,0:01:42
9/4/2019,7:02:31 PM,7:03:08 PM,SB bike lane,Car,,,1,0,FALSE,FALSE,TRUE,,0:00:37
9/4/2019,7:04:45 PM,7:06:30 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:45
9/4/2019,7:06:50 PM,7:09:40 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:50
9/4/2019,7:10:06 PM,7:10:21 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:15
9/4/2019,7:10:58 PM,7:15:34 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:04:36
9/4/2019,7:16:55 PM,7:18:11 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:01:16
9/4/2019,7:21:21 PM,7:23:14 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:53
9/4/2019,7:25:58 PM,8:11:06 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:45:08
9/4/2019,7:26:37 PM,7:26:51 PM,SB bike lane,Car,,,0,0,TRUE,FALSE,FALSE,,0:00:14
9/4/2019,7:34:34 PM,7:35:40 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:06
9/4/2019,7:36:40 PM,7:46:04 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:09:24
9/4/2019,7:38:04 PM,7:39:00 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:00:56
9/4/2019,7:43:25 PM,7:43:57 PM,SB bike lane,Car,,,0,0,TRUE,FALSE,FALSE,,0:00:32
9/4/2019,7:43:47 PM,7:47:05 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:03:18
9/4/2019,7:46:24 PM,7:51:29 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:05
9/4/2019,7:48:15 PM,7:58:35 PM,Space 3,Car,,,,,FALSE,TRUE,FALSE,,0:10:20
9/4/2019,7:57:35 PM,7:57:48 PM,SB bike lane,Car,,,0,1,TRUE,FALSE,FALSE,,0:00:13
9/4/2019,7:59:12 PM,8:00:51 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:39
9/4/2019,8:03:11 PM,10:23:24 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,2:20:13
9/4/2019,8:04:01 PM,8:07:48 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:47
9/4/2019,8:07:59 PM,8:11:54 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:55
9/4/2019,8:12:37 PM,8:31:15 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:18:38
9/4/2019,8:15:51 PM,8:18:03 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:02:12
9/4/2019,8:21:55 PM,8:26:41 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:04:46
9/4/2019,8:27:27 PM,8:31:58 PM,Space 1,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,looked at the meter and left,0:04:31
9/4/2019,8:29:10 PM,8:31:51 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:02:41
9/4/2019,8:30:25 PM,8:31:25 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:01:00
9/4/2019,8:32:08 PM,8:37:39 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:31
9/4/2019,8:33:10 PM,10:30:00 PM,Space 1,Pickup or SUV,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,1:56:50
9/4/2019,8:38:57 PM,9:01:11 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:22:14
9/4/2019,8:40:56 PM,8:42:49 PM,SB bike lane,Car,,,2,0,FALSE,TRUE,FALSE,,0:01:53
9/4/2019,8:43:45 PM,8:47:10 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:03:25
9/4/2019,8:54:14 PM,8:57:02 PM,NB right turn pocket,Car,Blinkers on,,,0,FALSE,TRUE,FALSE,,0:02:48
9/4/2019,8:57:14 PM,8:59:58 PM,SB bike lane,Car,Blinkers on,,1,0,FALSE,TRUE,FALSE,,0:02:44
9/4/2019,9:04:02 PM,9:09:36 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,looked at the meter but still decided to park,0:05:34
9/4/2019,9:08:28 PM,9:10:34 PM,NB right turn pocket,Car,Blinkers on,,,0,FALSE,FALSE,TRUE,,0:02:06
9/4/2019,9:13:46 PM,9:19:33 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:05:47
9/4/2019,9:20:05 PM,9:46:45 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,TRUE,FALSE,looked at the meter but still decided to park,0:26:40
9/4/2019,9:23:07 PM,9:24:44 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:01:37
9/4/2019,9:24:25 PM,9:26:11 PM,SB bike lane,Car,Blinkers on,,1,0,FALSE,TRUE,FALSE,,0:01:46
9/4/2019,9:25:18 PM,9:27:36 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:02:18
9/4/2019,9:29:00 PM,9:29:26 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:26
9/4/2019,9:31:45 PM,9:32:50 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:01:05
9/4/2019,9:35:56 PM,9:36:21 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:00:25
9/4/2019,9:39:12 PM,9:39:42 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:30
9/4/2019,9:40:41 PM,9:41:36 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:55
9/4/2019,9:47:01 PM,10:14:48 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:27:47
9/4/2019,10:01:51 PM,10:02:25 PM,SB bike lane,Car,Blinkers on,,0,0,TRUE,FALSE,FALSE,,0:00:34
9/4/2019,10:08:48 PM,10:09:04 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:16
9/4/2019,10:08:48 PM,10:09:13 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:25
9/4/2019,10:10:41 PM,10:14:39 PM,NB right turn pocket,Car,Blinkers on,,,0,FALSE,FALSE,TRUE,,0:03:58
9/5/2019,5:00:00 PM,5:59:44 PM,Space 1,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:59:44
9/5/2019,5:00:00 PM,5:34:00 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,,0:34:00
9/5/2019,5:00:00 PM,5:18:57 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,0:18:57
9/5/2019,5:00:00 PM,5:11:16 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:11:16
9/5/2019,5:00:00 PM,5:08:56 PM,NB right turn pocket,Car,,,,0,FALSE,TRUE,FALSE,,0:08:56
9/5/2019,5:20:04 PM,7:34:17 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,2:14:13
9/5/2019,5:20:56 PM,5:22:45 PM,SB bike lane,Car,Blinkers on,,2,0,FALSE,TRUE,FALSE,,0:01:49
9/5/2019,5:32:19 PM,5:32:57 PM,SB bike lane,Car,Blinkers on,,2,0,TRUE,FALSE,FALSE,,0:00:38
9/5/2019,5:35:11 PM,5:36:46 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:01:35
9/5/2019,5:38:36 PM,5:39:46 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:10
9/5/2019,5:44:20 PM,5:48:32 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:04:12
9/5/2019,5:46:24 PM,5:46:43 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:00:19
9/5/2019,5:54:23 PM,5:54:46 PM,SB bike lane,Car,,,2,1,TRUE,FALSE,FALSE,waited to make a U-turn,0:00:23
9/5/2019,5:55:18 PM,5:59:01 PM,Space 2,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,looked at the meter and left,0:03:43
9/5/2019,5:59:29 PM,6:03:46 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:04:17
9/5/2019,5:59:25 PM,6:01:51 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:02:26
9/5/2019,6:05:02 PM,6:08:32 PM,Space 2,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:30
9/5/2019,6:05:41 PM,6:08:52 PM,NB right turn pocket,Car,,,,1,FALSE,TRUE,FALSE,,0:03:11
9/5/2019,6:08:57 PM,6:09:53 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:56
9/5/2019,6:11:07 PM,6:22:24 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:11:17
9/5/2019,6:11:44 PM,6:37:24 PM,Both/Middle of Space 1 & 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:25:40
9/5/2019,6:26:58 PM,6:33:39 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:06:41
9/5/2019,6:29:48 PM,6:37:41 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:07:53
9/5/2019,6:30:31 PM,6:31:58 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:27
9/5/2019,6:31:23 PM,6:32:04 PM,SB bike lane,Pickup or SUV,,,0,0,TRUE,FALSE,FALSE,,0:00:41
9/5/2019,6:38:26 PM,6:44:49 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:06:23
9/5/2019,6:41:19 PM,6:44:05 PM,SB bike lane,Pickup or SUV,Blinkers on,,0,1,FALSE,TRUE,FALSE,,0:02:46
9/5/2019,6:45:51 PM,6:49:13 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:22
9/5/2019,6:46:41 PM,7:00:13 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:13:32
9/5/2019,6:50:56 PM,6:53:11 PM,Space 2,Car,,Interaction with parking meter,,,TRUE,FALSE,FALSE,looked at the meter and left,0:02:15
9/5/2019,6:57:30 PM,7:03:32 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:06:02
9/5/2019,7:00:46 PM,7:01:01 PM,NB right turn pocket,Car,,,,1,FALSE,FALSE,TRUE,,0:00:15
9/5/2019,7:01:25 PM,7:01:44 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:19
9/5/2019,7:02:41 PM,7:03:06 PM,SB bike lane,Car,,,0,1,TRUE,FALSE,FALSE,,0:00:25
9/5/2019,7:02:55 PM,7:03:11 PM,SB bike lane,Car,,,0,1,FALSE,FALSE,TRUE,,0:00:16
9/5/2019,7:03:19 PM,7:05:36 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:17
9/5/2019,7:04:37 PM,7:05:11 PM,NB right turn pocket,Car,,,,1,TRUE,FALSE,FALSE,,0:00:34
9/5/2019,7:06:14 PM,7:06:26 PM,Space 1,Car,Other significant characteristic (see note),No one exits vehicle,,,TRUE,FALSE,FALSE,entered parking structure,0:00:12
9/5/2019,7:09:06 PM,7:34:43 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,looked at the meter but still decided to park,0:25:37
9/5/2019,7:09:59 PM,7:21:27 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:11:28
9/5/2019,7:12:43 PM,7:13:40 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:57
9/5/2019,7:15:00 PM,7:16:26 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:26
9/5/2019,7:15:53 PM,7:16:19 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:26
9/5/2019,7:20:49 PM,7:22:06 PM,SB bike lane,Car,Blinkers on,,4,0,FALSE,TRUE,FALSE,,0:01:17
9/5/2019,7:21:56 PM,7:22:14 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:18
9/5/2019,7:23:05 PM,7:28:31 PM,NB right turn pocket,Car,,,,1,FALSE,FALSE,TRUE,,0:05:26
9/5/2019,7:26:21 PM,7:31:02 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:04:41
9/5/2019,7:28:16 PM,7:36:48 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:08:32
9/5/2019,7:35:02 PM,9:34:31 PM,Space 3,Car,,,,,FALSE,FALSE,FALSE,,1:59:29
9/5/2019,7:35:23 PM,7:36:32 PM,Space 2,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,looked at the meter and left,0:01:09
9/5/2019,7:37:30 PM,7:43:32 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:06:02
9/5/2019,7:37:51 PM,7:44:18 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:06:27
9/5/2019,7:41:51 PM,7:44:06 PM,NB right turn pocket,Car,Blinkers on,,,0,FALSE,FALSE,TRUE,,0:02:15
9/5/2019,7:47:51 PM,7:50:46 PM,SB bike lane,Car,,,0,2,FALSE,FALSE,TRUE,,0:02:55
9/5/2019,7:51:10 PM,7:51:52 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:42
9/5/2019,7:52:24 PM,7:54:55 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:31
9/5/2019,7:56:00 PM,7:57:39 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:39
9/5/2019,7:57:53 PM,8:00:02 PM,Space 2,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:09
9/5/2019,7:58:27 PM,8:50:55 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,FALSE,,0:52:28
9/5/2019,7:59:26 PM,8:00:50 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:01:24
9/5/2019,8:07:28 PM,9:38:02 PM,Space 2,Car,,Interaction with parking meter,,,FALSE,FALSE,FALSE,looked at the meter but still decided to park,0:01:48
9/5/2019,8:07:48 PM,8:09:16 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,#REF!
9/5/2019,8:09:27 PM,8:09:59 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:00:32
9/5/2019,8:16:21 PM,8:16:43 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:22
9/5/2019,8:18:56 PM,8:21:07 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,FALSE,TRUE,,0:02:11
9/5/2019,8:25:48 PM,8:27:09 PM,SB bike lane,Car,,,1,0,FALSE,FALSE,TRUE,,0:01:21
9/5/2019,8:27:45 PM,8:29:27 PM,NB right turn pocket,Car,,,,0,FALSE,FALSE,TRUE,,0:01:42
9/5/2019,8:27:45 PM,8:28:11 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,a golf cart,0:00:26
9/5/2019,8:35:31 PM,8:48:57 PM,NB right turn pocket,Car,Blinkers on,,,0,TRUE,FALSE,FALSE,,0:13:26
9/5/2019,8:36:01 PM,8:37:46 PM,SB bike lane,Car,,,0,0,FALSE,TRUE,FALSE,,0:01:45
9/5/2019,8:42:47 PM,8:44:04 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:17
9/5/2019,8:43:00 PM,8:44:41 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:41
9/5/2019,8:48:48 PM,8:49:15 PM,SB bike lane,Car,,,0,0,FALSE,FALSE,TRUE,,0:00:27
9/5/2019,8:49:46 PM,8:50:22 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:00:36
9/5/2019,8:51:15 PM,8:52:15 PM,SB bike lane,Car,,,0,1,FALSE,FALSE,TRUE,,0:01:00
9/5/2019,8:51:03 PM,8:52:36 PM,NB right turn pocket,Car,,,,1,FALSE,FALSE,TRUE,,0:01:33
9/5/2019,8:55:38 PM,8:56:00 PM,Space 1,Car,,No one exits vehicle,,,TRUE,FALSE,FALSE,,0:00:22
9/5/2019,8:57:03 PM,8:57:27 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:24
9/5/2019,9:02:27 PM,9:04:22 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:01:55
9/5/2019,9:05:28 PM,9:08:01 PM,Space 1,Car,Blinkers on,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:02:33
9/5/2019,9:05:41 PM,9:06:42 PM,SB bike lane,Car,Blinkers on,,0,0,FALSE,TRUE,FALSE,,0:01:01
9/5/2019,9:12:15 PM,9:12:26 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:11
9/5/2019,9:12:50 PM,9:13:18 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,FALSE,TRUE,,0:00:28
9/5/2019,9:14:16 PM,9:17:46 PM,Space 1,Car,,No interaction with parking meter,,,FALSE,TRUE,FALSE,,0:03:30
9/5/2019,9:15:55 PM,9:19:48 PM,SB bike lane,Car,,,0,0,FALSE,TRUE,FALSE,,0:03:53
9/5/2019,9:17:18 PM,9:19:16 PM,NB right turn pocket,Car,,,,0,TRUE,FALSE,FALSE,,0:01:58
